3396,
3170,
5237,
3178,
2233,
3715,
2138,
2105,
2285,
2077,
2245,
2134,
2239,
2177,
2154,
2357,
2260,
2467,
3666,
2242,
2285,
4431,
3111,
2317,
3690,
2072,
2054,
2232,
2427,
2265,
2274,
2284,
2870,
3904,
3891,
